Email,First name,Last name,Phone number,Website URL,Latest source date,Industrija,Annual revenue,St. zaposlenih,Company name,City,Postal code,Street address,St. prebivalcev,Fax number,Lead status,Lifecycle stage,Contact owner,Oddaljenost od mesta,Google my business,Ure na teden,Stran na google,Ocena,Search term,St. ocen
,,,22512241,https://biokozmetika.si/,,Kozmeticni studio,,,"Kozmetični salon ""Biokozmetika"" in trgovina Darinka Kutnjak s.p.",Maribor,2000,Jurčičeva ulica 6,97019,,,,,1611,0,,1,5,Maribor Kozmeticni studio,1
,,,31332707,https://studiosafari.si/,,Kozmeticni studio,,,Sončni in lepotni studio safari  Tina Odlag s.p. kozmetični salon,Maribor,2000,Ruska ulica 6,97019,,,,,1768,1,91,1,5,Maribor Kozmeticni studio,3
,,,31817660,http://lepotilnicamb.si/,,Kozmeticni studio,,,Lepotilnica  salon za nego telesa,Maribor,2000,Ulica Staneta Severja 9b,97019,,,,,1593,0,,1,4.4,Maribor Kozmeticni studio,34
,,,40422372,,,Kozmeticni studio,,,Lepotni Studio Bonita Zvonka Ul S.P.,Maribor,2000,Šentiljska cesta 33,97019,,,,,16159,0,,1,,Maribor Kozmeticni studio,
,,,40201635,http://www.salonsafir.si/,,Kozmeticni studio,,,Kozmetični salon safir  Žanet Semenič s.p.,Maribor,2000,Ulica Eve Lovše 19,97019,,,,,1144,0,,1,5,Maribor Kozmeticni studio,2
,,,31853659,,,Kozmeticni studio,,,Kozmetični studio Cvetka kozmetika  Maja Senica Krstić s.p.,Maribor,2000,Ljubljanska ulica 25a,97019,,,,,556,1,66,1,,Maribor Kozmeticni studio,
,,,41387378,https://annabeautyroom.si/,,Kozmeticni studio,,,Kozmetični salon Anna Beauty Room Maribor,Maribor,2000,Titova cesta 53,97019,,,,,127,0,,1,4,Maribor Kozmeticni studio,3
,,,22513682,,,Kozmeticni studio,,,Lepotni salon Tjaša Bojana Ogorevc s.p.,Maribor,2000,Koroška cesta 33,97019,,,,,48644,1,64,1,4.7,Maribor Kozmeticni studio,18
,,,59951031,,,Kozmeticni studio,,,Kozmetični studio Sansana,Maribor,2000,Ljubljanska ulica 89,97019,,,,,1104,1,60,1,,Maribor Kozmeticni studio,
,,,41253635,,,Kozmeticni studio,,,Studio za nego telesa Petra  Petra Ujić s.p.,Maribor,2000,Framska ulica 9,97019,,,,,371,0,,5,4.8,Maribor Kozmeticni studio,13
,,,31305544,,,Kozmeticni studio,,,Larisa Pseid s.p.  manikiranje in ličenje Beauty corner by Larisa,Maribor,2000,Partizanska cesta 30,97019,,,,,130773,0,,5,,Maribor Kozmeticni studio,
,,,41712419,http://www.terapije.me/,,Kozmeticni studio,,,Presslight   Marjeta Šegrec s.p.,Maribor,2000,Antoličičeva ulica 8,97019,,,,,5530,1,55,5,3,Maribor Kozmeticni studio,1
,,,31817660,,,Kozmeticni studio,,,Brow Henna,Maribor,2000,Ulica Staneta Severja,97019,,,,,,0,,7,,Maribor Kozmeticni studio,
,,,40500206,,,Kozmeticni studio,,,Pogled lepote  podaljševanje obrvi in trepalnic Urška Barle s.p.,Maribor,2000,Zagrebška c. 20,97019,,,,,1250,0,,7,,Maribor Kozmeticni studio,
,,,22502298,http://www.urbani-spa.si/,,Kozmeticni studio,,,Urbani S.P.A. salon nege telesa - posredovanje in trgovina Lea Vihar Marguč s.p.,Maribor,2000,Sernčeva ulica 16,97019,,,,,2529,1,71,7,4.8,Maribor Kozmeticni studio,43
,,,31445802,https://www.maderoterapija.si/,,Kozmeticni studio,,,Perfect Madero Center,Maribor,2000,Ulica škofa Maksimilijana Držečnika 11,97019,,,,,1688,1,80,7,4.3,Maribor Kozmeticni studio,6
,,,40329101,https://dermica.business.site/?utm_source=gmb&utm_medium=referral,,Kozmeticni studio,,,Dermica,Maribor,2000,Ulica kneza Koclja 22,97019,,,,,1367,1,40,7,5,Maribor Kozmeticni studio,1
,,,23326216,,,Kozmeticni studio,,,M.B. avtomobili in lepotni studio M.M.  Bojan Mojzer s.p.,Maribor,2000,Ptujska cesta 133,97019,,,,,11657,1,45.5,7,3.4,Maribor Kozmeticni studio,5
,,,41235220,https://www.moja-dejavnost.si/manikura-in-pedikura-limbus/lepotni-studio-beauty-by-biluana-duska-vrbnjak-sp/MMxp3uZNQR,,Kozmeticni studio,,,BEAUTY BY BILUANA  Duška Vrbnjak s.p.,Maribor,2000,Limbuška cesta 66a,97019,,,,,2888,0,,7,,Maribor Kozmeticni studio,
,,,31248954,,,Kozmeticni studio,,,Frizerski in lepotilni BStudio,Maribor,2000,Dupleška cesta 33,97019,,,,,2714,1,66,7,4.9,Maribor Kozmeticni studio,110
,,,31585699,http://www.imprim.si/,,Kozmeticni studio,,,Imprim Kozmetika Maja Nosan s.p.,Marka,Kraljeviča,Industrijska cona Melje,97019,,,,,7544453,1,40,7,4.4,Maribor Kozmeticni studio,14
,,,41213516,,,Kozmeticni studio,,,Energija lepote,Maribor,2000,Partizanska cesta,97019,,,,,2321,0,,7,,Maribor Kozmeticni studio,
,,,51202934,http://www.mandara.si/,,Kozmeticni studio,,,Mandara  Nepalski Ajurveda Lepotni Center Gopali Bheshana S.P.,Maribor,2000,Osojnikova ulica 8,97019,,,,,1463,1,36,7,4.9,Maribor Kozmeticni studio,7
,,,70114719,https://www.moja-dejavnost.si/ugodna-anticelulitna-masaza-maribor/barby-beauty-nega-telesa-barbara-gregorn-sp/MMxoQk5NQR,,Kozmeticni studio,,,Barby beauty  nega telesa Barbara Gregorn  s.p.,Maribor,2000,Ljubljanska ulica 33,97019,,,,,190220,0,,7,,Maribor Kozmeticni studio,
,,,40922790,http://www.lashroom.si/,,Kozmeticni studio,,,Lash Room,Maribor,2000,Ulica Štravhovih 23,97019,,,,,1885,0,,7,5,Maribor Kozmeticni studio,1
,,,51364429,,,Kozmeticni studio,,,Studio Neva nega nohtov Nevenka Ivačič s.p.,Maribor,2000,Korčetova ulica 10,97019,,,,,2055,0,,7,,Maribor Kozmeticni studio,
,,,,,,Kozmeticni studio,,,Lepotni studio Lavanda  Olena Turkuš s.p.,Maribor,2000,Strossmayerjeva ulica 32a,97019,,,,,2065,0,,7,,Maribor Kozmeticni studio,
,,,24204090,,,Kozmeticni studio,,,Pedikerski Salon Celinger Irena S.P.,Maribor,2000,Veselova ulica 3,97019,,,,,2099,0,,7,4.5,Maribor Kozmeticni studio,2
,,,,,,Kozmeticni studio,,,Š Nails  Špela Markelc s.p.  Geliranje nohtov,Maribor,2000,Panonska ulica 7,97019,,,,,39054,0,,7,,Maribor Kozmeticni studio,
,,,,,,Kozmeticni studio,,,Marina Tischler s.p.  kozmetična dejavnost,Maribor,2000,V klancu 7,97019,,,,,3924,0,,7,,Maribor Kozmeticni studio,
,,,31760456,,,Kozmeticni studio,,,House of Beauty  urejanje nohtov in podaljševanje trepalnic Valerija Maneva s.p.,Maribor,2000,Milčinskega ulica 15,97019,,,,,1646,1,74,7,5,Maribor Kozmeticni studio,1
,,,,,,Kozmeticni studio,,,Depilacija v mestu  kozmetika Liljana Aetović s.p.,Maribor,2000,Lackova cesta 78a,97019,,,,,3327,0,,8,5,Maribor Kozmeticni studio,1
,,,,,,Kozmeticni studio,,,Lepotni salon Bamboo  Mateja Koren s.p.,Maribor,2000,Gregorčičeva ulica 29b,97019,,,,,118733,0,,8,,Maribor Kozmeticni studio,
,,,31393986,,,Kozmeticni studio,,,Lotos Spa,Maribor,2000,Železnikova ulica 4,97019,,,,,1447,1,,8,4.1,Maribor Kozmeticni studio,11
,,,22509330,,,Kozmeticni studio,,,Salon oken  družba za proizvodnjo trgovino in storitve d.o.o.,Maribor,2000,Šentiljska cesta 40,97019,,,,,16159,0,,8,,Maribor Kozmeticni studio,
,,,69748386,https://sorelle.si/,,Kozmeticni salon,,,Sorelle - salon lepote in zdravja,Maribor,2000,Šarhova ulica 35,97019,,,,,16222,1,60,1,5,Maribor Kozmeticni salon,2
,,,69655380,https://www.moja-dejavnost.si/dobra-medicinska-pedikura-maribor/tamara-sabotin-sp/MMxnMlNNQR,,Kozmeticni salon,,,KOZMETIČNI SALON DIONA  Tamara Sabotin s.p.,Maribor,2000,Ptujska cesta 155,97019,,,,,2501,0,,1,,Maribor Kozmeticni salon,
,,,70534591,https://monessa.si/,,Kozmeticni salon,,,Kozmetični salon Monessa,Maribor,2000,Gregorčičeva ulica 27,97019,,,,,153203,1,60,1,,Maribor Kozmeticni salon,
,,,40122199,https://beauty-box.si/,,Kozmeticni salon,,,Kozmetični salon Beauty Box  Nives Bezjak s.p.,Maribor,2000,Rezijanska ulica 19,97019,,,,,1126,0,,1,,Maribor Kozmeticni salon,
,,,69655939,,,Kozmeticni salon,,,Kozmetični salon Nanala,Maribor,2000,Obrežna ulica 47,97019,,,,,2659,1,45,1,5,Maribor Kozmeticni salon,4
,,,70809017,http://www.salon-nush.si/,,Kozmeticni salon,,,Lepotni salon NUSH,Maribor,2000,Frankolovska ulica 3,97019,,,,,478,0,,1,5,Maribor Kozmeticni salon,4
,,,,,,Kozmeticni salon,,,Betnavčica  atelje za nego telesa in obraza Majda Vidovič s.p.,Maribor,2000,Lackova cesta 43b,97019,,,,,3113,0,,4,4.9,Maribor Kozmeticni salon,22
,,,51313366,,,Kozmeticni salon,,,Sky center,Maribor,2000,Turnerjeva ulica 41,97019,,,,,2654,0,,4,4.7,Maribor Kozmeticni salon,25
,,,41651269,,,Kozmeticni salon,,,Manikira Urban Spa,Maribor,2000,Cesta proletarskih brigad 100,97019,,,,,2413,0,,4,3.7,Maribor Kozmeticni salon,3
,,,51307402,https://valeo.si/,,Kozmeticni salon,,,Valeo mediestetic,Maribor,2000,Ul. Frana Žižka 22,97019,,,,,,0,,4,5,Maribor Kozmeticni salon,1
,,,41544170,,,Kozmeticni salon,,,Kozmetično pedikerski studio Meti-Line Metka Cafuta Repnik s.p.,Maribor,2000,Jezdarska ulica 5,97019,,,,,993,0,,4,5,Maribor Kozmeticni salon,3
,,,40452080,,,Kozmeticni salon,,,Studio bodi vidna  Katja Kapun s.p. podaljševanje trepalnic in prodaja kozmetike,Maribor,2000,Cafova ulica 2,97019,,,,,13809,0,,4,5,Maribor Kozmeticni salon,1
,,,,,,Kozmeticni salon,,,Adore  salon za nego telesa Lara Kovačevič s.p.,Maribor,2000,Ljubljanska ulica 88c,97019,,,,,973,0,,4,5,Maribor Kozmeticni salon,5
,,,,,,Kozmeticni salon,,,Viki salon  kozmetične storitve in nega d.o.o.,Maribor,2000,Prešernova ulica 30b,97019,,,,,43586,0,,4,,Maribor Kozmeticni salon,
,,,51861251,,,Kozmeticni salon,,,Angel Lash studio  nega telesa Inna Magdenko s.p.,Maribor,2000,Knafelčeva ulica 26,97019,,,,,1512,0,,4,5,Maribor Kozmeticni salon,1
,,,41962467,,,Kozmeticni salon,,,Spirita - studio za oblikovanje telesa,Maribor,2000,Prešernova ulica 10 A,97019,,,,,115571,1,30,8,,Maribor Kozmeticni salon,
,,,23203084,,,Kozmeticni salon,,,Sai Thai,Maribor,2000,Popovičeva ulica,97019,,,,,,0,,8,,Maribor Kozmeticni salon,
,,,40165937,https://talaspa.si/,,Kozmeticni salon,,,Tala SPA (Wellness  tajske in filipinske masaže kozmetika),Maribor,2000,Metelkova ulica 26,97019,,,,,963,1,98,8,3.9,Maribor Kozmeticni salon,14
,,,,,,Kozmeticni salon,,,Lamaya  kozmetične trgovske in druge storitve d.o.o,Maribor,2000,Jarčeva ulica 35,97019,,,,,3541,0,,8,,Maribor Kozmeticni salon,
,,,41876254,http://tinkafrizure.business.site/,,Kozmeticni salon,,,TINKA FRIZURE frizerski salon  Tinka Dobaja s.p.,Maribor,2000,Koroška cesta 105a,97019,,,,,2358,1,60,8,4.6,Maribor Kozmeticni salon,43
,,,22513452,,,Kozmeticni salon,,,Pedikura  Manikura Refleksna masaža Liljana Markov s.p.,Maribor,2000,Gosposka ulica 9,97019,,,,,,0,,8,5,Maribor Kozmeticni salon,3
,,,41587049,,,Kozmeticni salon,,,Frizerski studio White,Maribor,2000,Regentova ulica 1,97019,,,,,558,1,49,8,5,Maribor Kozmeticni salon,1
,,,41349576,,,Kozmeticni salon,,,KOZMETIČNI SALON IZVIR LEPOTE NATAŠA BRATKOVIČ S.P.,Spodnji,2241,Zgornji Duplek 129,97019,,,,,3098,0,,8,5,Maribor Kozmeticni salon,2
,,,,,,Lepotna nega,,,Lepotni salon Zarja  nega Rok in nog Maja Seničer s.p.,Maribor,2000,Partizanska cesta 13a,97019,,,,,100578,0,,1,5,Maribor Lepotna nega,1
,,,70555846,,,Lepotna nega,,,Studio Naila - nega Rok  oblikovanje in poslikava nohtov Ines Majer s.p.,Maribor,2000,Klinetova ulica 6,97019,,,,,1995,0,,1,,Maribor Lepotna nega,
,,,,,,Lepotna nega,,,Kozmetični salon Lamaya nega telesa  Žiga Špenko s.p.,Maribor,2000,Jarčeva ulica 35,97019,,,,,3541,0,,1,,Maribor Lepotna nega,
,,,30340646,,,Lepotna nega,,,Studio SK Suzana Tor s.p.  nega telesa,Maribor,2000,Panonska ulica 7,97019,,,,,39054,0,,1,,Maribor Lepotna nega,
,,,31560017,,,Lepotna nega,,,Nega telesa  Geršak Mojca s.p.,Maribor,2000,Kavčičeva ulica 14,97019,,,,,2245,0,,1,4,Maribor Lepotna nega,3
,,,41251069,http://matejanabersnik.si/,,Lepotna nega,,,Ličenje  nega obraza in telesa Mateja Naberšnik,Maribor,2000,Koroška cesta 63,97019,,,,,34380,0,,1,5,Maribor Lepotna nega,1
,,,41363860,https://nega-koze-in-oblikovanje-telesa-ksenija-lesnik.business.site/,,Lepotna nega,,,NEGA KOŽE IN OBLIKOVANJE TELESA  KSENIJA LEŠNIK MIHOLIČ S.P.,Maribor,2000,Ulica kneza Koclja 22,97019,,,,,1367,0,,1,,Maribor Lepotna nega,
,,,70670806,,,Lepotna nega,,,Jakob Ules s.p.  nega telesa,Maribor,2000,Berglesova ulica 24,97019,,,,,1392,1,56,1,5,Maribor Lepotna nega,2
,,,31866777,https://www.facebook.com/frombeautytodiva/,,Lepotna nega,,,From Beauty To Diva,Maribor,2000,Žolgarjeva ulica 17,97019,,,,,800,0,,1,5,Maribor Lepotna nega,5
,,,70528129,,,Lepotna nega,,,Babor,Maribor,2000,Dalmatinska ulica 33,97019,,,,,805,0,,1,,Maribor Lepotna nega,
,,,31709269,,,Lepotna nega,,,Studio lady  oblikovanje in nega nohtov izdelovanje drobnih predmetov iz raznih materialov  Milena Medja s.p.,Maribor,2000,Lackova cesta 78,97019,,,,,3327,0,,1,5,Maribor Lepotna nega,1
,,,31760280,http://perfectbodycenter.si/,,Lepotna nega,,,Perfect Body center,Maribor,2000,Lackova cesta 41,97019,,,,,3118,1,64,1,5,Maribor Lepotna nega,18
,,,41903327,http://salon-vitalis.si/kontakt/,,Lepotna nega,,,Vitalis - Nega Obraza In Telesa  Lana Bertol S.P.,Maribor,2000,Ulica heroja Nandeta 37,97019,,,,,2194,0,,1,5,Maribor Lepotna nega,5
,,,40505579,https://www.lovelysalon.si/kontakt/,,Lepotna nega,,,Lovely Lepotni Salon,Maribor,2000,Kardeljeva cesta 80,97019,,,,,1421,0,,4,5,Maribor Lepotna nega,1
,,,70611184,https://www.facebook.com/maniqlepotnistudio,,Lepotna nega,,,Maniq lepotni studio  manikura in nega telesa Tadeja Črnčec s.p.,Miklavž,2204,Ptujska cesta 47,97019,,,,,42481,0,,4,,Maribor Lepotna nega,
,,,70807097,,,Lepotna nega,,,Lepotni Salon Attar,Maribor,2000,Ulica Staneta Severja 5b,97019,,,,,1541,1,56,4,,Maribor Lepotna nega,
,,,31741889,https://www.mojurnik.si/monalisa,,Lepotna nega,,,Salon telesne nege - Mona Lisa  LIRIS d.o.o.,Slovenska,2310,Zadružna ulica 1,97019,,,,,551854,1,65,7,5,Maribor Lepotna nega,14
,,,,,,Lepotna nega,,,Diamant Nails  nega telesa Františka Golub s.p.,Ptuj,2250,Trstenjakova ulica 5a,97019,,,,,34201,0,,7,5,Maribor Lepotna nega,3
,,,31406338,https://www.neguj.se/,,Lepotna nega,,,Kozmetični salon Neguj.SE  Danijela Cerovak s.p.,Ljubljana,1000,Tacenska cesta 108,97019,,,,,6041,1,60,7,4.9,Maribor Lepotna nega,71
,,,27031119,,,Lepotna nega,,,LEPOTNI SALON Benedikt,Benedikt,2234,Nasipna ulica 12,97019,,,,,167,1,41,7,4,Maribor Lepotna nega,4
,,,40866497,https://lepotnisalonmateja.si/,,Lepotna nega,,,Lepotni salon Mateja,Podčetrtek,3254,Trška cesta 2,97019,,,,,1376,0,,7,5,Maribor Lepotna nega,3
,,,41806910,http://www.studiodanijela.si/,,Lepotna nega,,,Studio Lepote Danijela,Lenart,2230,Industrijska ulica 58,97019,,,,,13443,1,40,7,4.1,Maribor Lepotna nega,9
,,,35740330,,,Lepotna nega,,,Kozmetični salon Barbara Barbara Lavre s.p.,Šentjur,3230,Ulica skladateljev Ipavcev 1,97019,,,,,593,0,,7,4.7,Maribor Lepotna nega,10
,,,40837878,http://www.studionives.si/,,Lepotna nega,,,Salon sprostitve  zdravja in lepote Studio Nives,Gornja,9250,Panonska ulica 6,97019,,,,,13368,0,,7,4.8,Maribor Lepotna nega,55
,,,70388299,http://nomasvello.si/,,Lepotna nega,,,Nomasvello Murska Sobota,Murska,9000,Slomškova ulica 51,97019,,,,,261,1,40,7,5,Maribor Lepotna nega,12
,,,35862250,http://www.kozmetika-iris.com/,,Lepotna nega,,,Kozmetika Iris  Metka Kaligaro S.P.,Velenje,3320,Cesta I 8,97019,,,,,2080,0,,7,4.8,Maribor Lepotna nega,45
,,,40355612,http://www.studio-naturalis.si/,,Lepotna nega,,,Kozmetični studio in solna terapija Naturalis Ptuj,Ptuj,2250,Rajšpova ulica 1,97019,,,,,737,1,40,7,5,Maribor Lepotna nega,1
,,,41784828,,,Lepotna nega,,,Nega Telesa Renata Majer S.P.,Maribor,2000,Dupleška cesta 92,97019,,,,,3201,0,,7,,Maribor Lepotna nega,
,,,30651698,,,Lepotni studio,,,Lepotni studio Dianeli  podaljševanje trepalnic in Manikura Diana Lauko s.p.,Maribor,2000,Prvomajska ulica 25,97019,,,,,1819,0,,1,4.5,Maribor Lepotni studio,12
,,,31554641,,,Lepotni studio,,,Lepotni salon Venus  Nina Kodrič s.p.,Maribor,2000,Kardeljeva cesta 94,97019,,,,,1486,0,,1,,Maribor Lepotni studio,
,,,,,,Lepotni studio,,,Lepotni studio N  Natalija Vidmajer s.p.,Maribor,2000,Ulica Frana Kovačiča 3,97019,,,,,39201,0,,1,,Maribor Lepotni studio,
,,,40549320,,,Lepotni studio,,,Studio Bina-Ils  Albina Pečko s.p. Manikura in podaljševanje trepalnic,Maribor,2000,Dalmatinska ulica 11,97019,,,,,168065,0,,1,5,Maribor Lepotni studio,7
,,,30360505,http://www.depilacije.si/,,Lepotni studio,,,Valentina studio lepote Valentina Novaković s.p.,Maribor,2000,Gosposvetska cesta 31,97019,,,,,2101,1,60,1,4.8,Maribor Lepotni studio,37
,,,31285492,https://philaser.si/,,Lepotni studio,,,Phi Laser,Maribor,2000,Kardeljeva cesta 85,97019,,,,,1447,0,,6,4.8,Maribor Lepotni studio,19
,,,69834937,http://brazilskadepilacija.si/,,Lepotni studio,,,Brazilska depilacija,Maribor,2000,Dragonijeva ulica 3,97019,,,,,1611,0,,6,,Maribor Lepotni studio,
,,,40307167,,,Lepotni studio,,,Ana Lang s.p.  kozmetični studio,Maribor,2000,Jurčičeva ulica 6,97019,,,,,1611,0,,6,,Maribor Lepotni studio,
,,,40164331,,,Lepotni studio,,,Blush  storitve za nego telesa in druge poslovne storitve Ana Suhodolčan s.p.,Maribor,2000,Zagrebška c. 9,97019,,,,,72599,0,,6,5,Maribor Lepotni studio,3
,,,70188284,,,Lepotni studio,,,Studio D nails  manikura Danijela Lempić s.p.,Maribor,2000,Šentiljska cesta 37c,97019,,,,,2974,0,,6,,Maribor Lepotni studio,
,,,41970169,,,Lepotni studio,,,Lorem  ines Ketiš s.p. Clarissa nails Slovenija,Maribor,2000,Vrazova ulica 42,97019,,,,,1930,0,,6,4.3,Maribor Lepotni studio,29
,,,31205802,,,Lepotni studio,,,Pedikerski salon Mojca  Mojca Rešl s.p.,Maribor,2000,Jezdarska ulica 22,97019,,,,,714,0,,6,,Maribor Lepotni studio,
,,,31350431,http://www.rabim.info/simakkozmetika-masaza-pedikura-tadeja-ketis-sp-150125,,Lepotni studio,,,Kozmetika  masaža pedikura Tadeja Ketiš s.p.,Maribor,2000,Kopitarjeva ulica 2,97019,,,,,103340,0,,6,5,Maribor Lepotni studio,4
,,,41795504,http://www.ksenija-nails.si/,,Lepotni studio,,,Ksenija Nails,Maribor,2000,Radovanova ulica 12,97019,,,,,3202,0,,6,5,Maribor Lepotni studio,1
,,,41245555,,,Lepotni studio,,,Kontić Biljana s.p.  kozmetični studio 5,Maribor,2000,Strossmayerjeva ulica 32a,97019,,,,,2065,0,,6,5,Maribor Lepotni studio,2
,,,70618499,,,Lepotni studio,,,Maribor INK Tattoo Studio in Lasersko odstranjevanje,Maribor,2000,Kardeljeva cesta 63,97019,,,,,1299,0,,6,4.9,Maribor Lepotni studio,110
,,,40696530,,,Lepotni studio,,,Vitana  Saša Memon Artenjak s.p. Negovalni salon,Maribor,2000,Žabotova ulica 5,97019,,,,,2559,1,50,6,4.7,Maribor Lepotni studio,7
,,,40211442,https://www.moja-dejavnost.si/ugodni-gelirani-nohti-maribor/adrijana-robic-sp-kozmeticne-storitve/MM1oWL9h,,Lepotni studio,,,Adrijana Robič s.p.  kozmetične storitve,Maribor,2000,Meljska c. 5,97019,,,,,1866,0,,6,1,Maribor Lepotni studio,2
,,,22927720,http://www.mc-betnava.si/,,Lepotni studio,,,Medicinski center Betnava d.o.o.,Maribor,2000,Ljubljanska ulica 89,97019,,,,,1104,1,53,6,3.9,Maribor Lepotni studio,20
,,,40612858,https://satin.si/,,Lepotni studio,,,Atelje Satin,Maribor,2000,Panonska ulica 5,97019,,,,,2968,0,,7,5,Maribor Lepotni studio,1
,,,40467317,https://kozmeticni-salon-sivka.business.site/,,Lepotni studio,,,Kozmetični salon Sivka Sara Soršak s.p.,Maribor,2000,Razlagova ulica 11-6. nadstropje,97019,,,,,1949,0,,7,5,Maribor Lepotni studio,3
,,,,,,Lepotni studio,,,Kozmetična dejavnost  Janja Frim s.p.,Maribor,2000,Radvanjska cesta 29,97019,,,,,1195,0,,7,,Maribor Lepotni studio,
,,,51208200,https://odsevlepote.si/,,Lepotni studio,,,Odsev lepote  frizerski salon Simona Špešič s.p.,Maribor,2000,Ulica Staneta Severja 17,97019,,,,,1784,1,60,7,4.8,Maribor Lepotni studio,69
,,,26591778,,,Lepotni studio,,,Estetsko Negovalni studio Mirjam Mirjana Kopše s.p.,Miklavž,2204,Ptujska cesta 32,97019,,,,,25474,0,,7,4.9,Maribor Lepotni studio,10
,,,41717794,,,Lepotni studio,,,Frizerski in maserski salon Liked Edžerin Mujagić s.p.,Maribor,2000,Loška ulica 10,97019,,,,,1349,0,,7,,Maribor Lepotni studio,
,,,41520920,,,Lepotni studio,,,Lepotni salon diva  nega telesa Andrea Lobenwein s.p.,Orehova,2312,Ob nadvozu 1,97019,,,,,1367,1,43,7,5,Maribor Lepotni studio,22
,,,41369245,,,Lepotni studio,,,Klavdija Drakšić s.p.  podaljševanje nohtov,Maribor,2000,Kardeljeva cesta 80,97019,,,,,1421,0,,7,5,Maribor Lepotni studio,1
,,,41474068,,,Frizerski studio,,,Frizerski studio Iris  Štebih Iris s.p.,Ptuj,2250,Ormoška cesta 112a,18004,,,,,27192,0,,1,5,Ptuj Frizerski studio,4
,,,31785847,https://jasminlorencic.com/,,Frizerski studio,,,Frizerski studio Jasmin Lorenčič,Ptuj,2250,Miklošičeva ulica 5,18004,,,,,33912,1,52,1,4.8,Ptuj Frizerski studio,52
,,,31669600,https://www.instagram.com/ptujskadiva/,,Frizerski studio,,,Frizerski studio diva Renata Krajnc s.p. - Frizer Ptuj,Ptuj,2250,Dravska ulica 8,18004,,,,,38824,1,37,1,4.6,Ptuj Frizerski studio,15
,,,27764561,http://www.frizerstvo-brigita.si/,,Frizerski studio,,,"Pušnik Brigita s.p. - frizerstvo ""Brigita""",Ptuj,2250,Osojnikova cesta 3,18004,,,,,331,1,56,1,4.8,Ptuj Frizerski studio,55
,,,27712030,https://www.moja-dejavnost.si/frizerski-salon-ptuj/hamersak-jozica-sp-frizerski-studio-joca/MM1KFSAq,,Frizerski studio,,,Hameršak Jožica s.p.  frizerski studio Joca,Ptuj,2250,Osojnikova cesta 22,18004,,,,,940,1,46,1,4.3,Ptuj Frizerski studio,14
,,,27481623,http://www.studioreal.si/kontakt.html,,Frizerski studio,,,Studio REAL,Ptuj,2250,Potrčeva cesta 4a,18004,,,,,203,0,,1,5,Ptuj Frizerski studio,1
,,,41677972,,,Frizerski studio,,,Frizerski studio Nani  Adrijana Koser s.p.,Ptuj,2250,Trstenjakova ulica 5,18004,,,,,34201,0,,1,5,Ptuj Frizerski studio,8
,,,27792251,,,Frizerski studio,,,Piškur Tomaž S.P.- frizerski studio Avatar,Ptuj,2250,Osojnikova cesta 9,18004,,,,,318,1,37,1,4.8,Ptuj Frizerski studio,6
,,,27715461,,,Frizerski studio,,,Frizerski Studio Gita,Ptuj,2250,Ulica heroja Lacka 10,18004,,,,,269,1,40,1,4.7,Ptuj Frizerski studio,19
,,,41846379,,,Frizerski studio,,,Frizerski Studio Stella  Grabrovec Barbara S.P.,Ptuj,2250,Rogozniška cesta 38,18004,,,,,406,0,,1,5,Ptuj Frizerski studio,28
,,,27710025,,,Frizerski studio,,,Frizerski studio Nada  Kirbiš Nada s.p.,Ptuj,2250,Potrčeva cesta 56,18004,,,,,573,1,51,1,5,Ptuj Frizerski studio,20
,,,27711135,http://www.retro.si/,,Frizerski studio,,,Frizerski Center RETRO,Ptuj,2250,Ulica 25. maja 14,18004,,,,,975,1,63,1,4.7,Ptuj Frizerski studio,37
,,,,,,Frizerski studio,,,Studio Mirus  Tanja Gojčič s.p.,Ptuj,2250,Ormoška cesta 18,18004,,,,,639,0,,1,5,Ptuj Frizerski studio,3
,,,27710151,http://www.simple.si/,,Frizerski studio,,,SIMPLE - Ptuj Supernova Qlandija,Ptuj,2250,Ormoška cesta 15,18004,,,,,603,1,73,1,4.4,Ptuj Frizerski studio,57
,,,27450111,,,Frizerski studio,,,Frizerski salon - Frizerstvo Mili,Ptuj,2250,Cankarjeva ulica 8,18004,,,,,326,1,45,1,5,Ptuj Frizerski studio,5
,,,27711135,http://www.retro.si/,,Frizerski studio,,,Retro Ptuj,Ptuj,2250,Ulica 25. maja,18004,,,,,179921,0,,1,5,Ptuj Frizerski studio,1
,,,40160959,,,Frizerski studio,,,Frizerski studio Muc Renato Krajnc s.p.,Ptuj,2250,Ulica 25. maja 12,18004,,,,,179867,0,,1,5,Ptuj Frizerski studio,13
,,,31359618,https://katcut-frizerski-studio-katja-janzekovic-sp.business.site/,,Frizerski studio,,,KatCut  frizerski studio Katja Janžekovič s.p.,Ptuj,2250,Rajšpova ulica 26,18004,,,,,753,1,36,1,5,Ptuj Frizerski studio,11
,,,40191966,,,Frizerski studio,,,Frizerska dejavnost  studio Mirus - Tanja Gojčič s.p.,Ptuj,2250,Na Jasi 44,18004,,,,,1861,0,,1,5,Ptuj Frizerski studio,1
,,,27877402,,,Frizerski studio,,,"Dončec Zdenka s.p. - moški in ženski frizerski salon ""Pramenček""",Ptuj,2250,Arbajterjeva ulica 2,18004,,,,,862,0,,4,,Ptuj Frizerski studio,
,,,31231626,,,Frizerski studio,,,Frizerski studio Frizi  Sandra Hruškar s.p.,Ptuj,2250,Ulica 5. prekomorske 9,18004,,,,,898,0,,4,5,Ptuj Frizerski studio,1
